,instant,dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr
446,447,2012-03-22,Summer,2012,Mar,0,Thursday,Clear,0.554167,0.531567,831250.0,0.117562,1334,5537,6871
447,448,2012-03-23,Summer,2012,Mar,0,Friday,Misty,0.601667,0.570067,694166.9999999999,0.1163,2469,5893,8362
448,449,2012-03-24,Summer,2012,Mar,0,Saturday,Misty,0.5025,0.486733,885417.0,0.192783,1033,2339,3372
449,450,2012-03-25,Summer,2012,Mar,0,Sunday,Misty,0.4375,0.437488,880833.0,0.220775,1532,3464,4996
450,451,2012-03-26,Summer,2012,Mar,0,Monday,Clear,0.445833,0.43875,477917.0,0.386821,795,4763,5558
451,452,2012-03-27,Summer,2012,Mar,0,Tuesday,Clear,0.323333,0.315654,289999.99999999994,0.187192,531,4571,5102
452,453,2012-03-28,Summer,2012,Mar,0,Wednesday,Clear,0.484167,0.47095,481250.0,0.291671,674,5024,5698
453,454,2012-03-29,Summer,2012,Mar,0,Thursday,Clear,0.494167,0.482304,439167.0,0.31965,834,5299,6133
454,455,2012-03-30,Summer,2012,Mar,0,Friday,Misty,0.37,0.375621,580833.0,0.138067,796,4663,5459
455,456,2012-03-31,Summer,2012,Mar,0,Saturday,Misty,0.424167,0.421708,738333.0000000001,0.250617,2301,3934,6235
456,457,2012-04-01,Summer,2012,Apr,0,Sunday,Misty,0.425833,0.417287,676250.0,0.172267,2347,3694,6041
457,458,2012-04-02,Summer,2012,Apr,0,Monday,Clear,0.433913,0.427513,504348.00000000006,0.312139,1208,4728,5936
458,459,2012-04-03,Summer,2012,Apr,0,Tuesday,Clear,0.466667,0.461483,396667.0,0.100133,1348,5424,6772
459,460,2012-04-04,Summer,2012,Apr,0,Wednesday,Clear,0.541667,0.53345,469582.9999999999,0.180975,1058,5378,6436
460,461,2012-04-05,Summer,2012,Apr,0,Thursday,Clear,0.435,0.431163,374167.00000000006,0.219529,1192,5265,6457
461,462,2012-04-06,Summer,2012,Apr,0,Friday,Clear,0.403333,0.390767,377083.0,0.300388,1807,4653,6460
462,463,2012-04-07,Summer,2012,Apr,0,Saturday,Clear,0.4375,0.426129,254167.0,0.274871,3252,3605,6857
463,464,2012-04-08,Summer,2012,Apr,0,Sunday,Clear,0.5,0.492425,275833.0,0.232596,2230,2939,5169
464,465,2012-04-09,Summer,2012,Apr,0,Monday,Clear,0.489167,0.476638,317500.0,0.358196,905,4680,5585
465,466,2012-04-10,Summer,2012,Apr,0,Tuesday,Clear,0.446667,0.436233,435000.0,0.249375,819,5099,5918
466,467,2012-04-11,Summer,2012,Apr,0,Wednesday,Clear,0.348696,0.337274,469564.99999999994,0.295274,482,4380,4862
467,468,2012-04-12,Summer,2012,Apr,0,Thursday,Clear,0.3975,0.387604,466250.0,0.290429,663,4746,5409
468,469,2012-04-13,Summer,2012,Apr,0,Friday,Clear,0.4425,0.431808,408333.0,0.155471,1252,5146,6398
469,470,2012-04-14,Summer,2012,Apr,0,Saturday,Clear,0.495,0.487996,502916.99999999994,0.190917,2795,4665,7460
470,471,2012-04-15,Summer,2012,Apr,0,Sunday,Clear,0.606667,0.573875,507916.99999999994,0.225129,2846,4286,7132
471,472,2012-04-16,Summer,2012,Apr,1,Monday,Clear,0.664167,0.614925,561667.0000000001,0.284829,1198,5172,6370
472,473,2012-04-17,Summer,2012,Apr,0,Tuesday,Clear,0.608333,0.598487,390417.0,0.273629,989,5702,6691
473,474,2012-04-18,Summer,2012,Apr,0,Wednesday,Misty,0.463333,0.457038,569167.0,0.167912,347,4020,4367
474,475,2012-04-19,Summer,2012,Apr,0,Thursday,Clear,0.498333,0.493046,612500.0000000001,0.0659292,846,5719,6565
475,476,2012-04-20,Summer,2012,Apr,0,Friday,Clear,0.526667,0.515775,694582.9999999999,0.149871,1340,5950,7290
476,477,2012-04-21,Summer,2012,Apr,0,Saturday,Clear,0.57,0.542921,682917.0000000001,0.283587,2541,4083,6624
477,478,2012-04-22,Summer,2012,Apr,0,Sunday,Light_rainsnow,0.396667,0.389504,835416.9999999998,0.344546,120,907,1027
478,479,2012-04-23,Summer,2012,Apr,0,Monday,Misty,0.321667,0.301125,766666.9999999999,0.303496,195,3019,3214
479,480,2012-04-24,Summer,2012,Apr,0,Tuesday,Clear,0.413333,0.405283,454167.0,0.249383,518,5115,5633
480,481,2012-04-25,Summer,2012,Apr,0,Wednesday,Clear,0.476667,0.470317,427917.0,0.118792,655,5541,6196
481,482,2012-04-26,Summer,2012,Apr,0,Thursday,Misty,0.498333,0.483583,756666.9999999999,0.176625,475,4551,5026
482,483,2012-04-27,Summer,2012,Apr,0,Friday,Clear,0.4575,0.452637,400833.0,0.347633,1014,5219,6233
483,484,2012-04-28,Summer,2012,Apr,0,Saturday,Misty,0.376667,0.377504,489583.0,0.129975,1120,3100,4220
484,485,2012-04-29,Summer,2012,Apr,0,Sunday,Clear,0.458333,0.450121,587083.0,0.116908,2229,4075,6304
485,486,2012-04-30,Summer,2012,Apr,0,Monday,Misty,0.464167,0.457696,569999.9999999999,0.171638,665,4907,5572
486,487,2012-05-01,Summer,2012,May,0,Tuesday,Misty,0.613333,0.577021,659583.0000000001,0.156096,653,5087,5740
487,488,2012-05-02,Summer,2012,May,0,Wednesday,Clear,0.564167,0.537896,797082.9999999999,0.138058,667,5502,6169
488,489,2012-05-03,Summer,2012,May,0,Thursday,Misty,0.56,0.537242,768333.0000000001,0.133696,764,5657,6421
489,490,2012-05-04,Summer,2012,May,0,Friday,Clear,0.6275,0.590917,735416.9999999999,0.162938,1069,5227,6296
490,491,2012-05-05,Summer,2012,May,0,Saturday,Misty,0.621667,0.584608,756666.9999999999,0.152992,2496,4387,6883
491,492,2012-05-06,Summer,2012,May,0,Sunday,Misty,0.5625,0.546737,740000.0,0.149879,2135,4224,6359
492,493,2012-05-07,Summer,2012,May,0,Monday,Misty,0.5375,0.527142,664166.9999999999,0.230721,1008,5265,6273
493,494,2012-05-08,Summer,2012,May,0,Tuesday,Misty,0.581667,0.557471,685833.0000000001,0.296029,738,4990,5728
494,495,2012-05-09,Summer,2012,May,0,Wednesday,Misty,0.575,0.553025,744167.0000000001,0.216412,620,4097,4717
495,496,2012-05-10,Summer,2012,May,0,Thursday,Clear,0.505833,0.491783,552083.0,0.314063,1026,5546,6572
496,497,2012-05-11,Summer,2012,May,0,Friday,Clear,0.533333,0.520833,360417.0,0.236937,1319,5711,7030
497,498,2012-05-12,Summer,2012,May,0,Saturday,Clear,0.564167,0.544817,480417.0,0.123133,2622,4807,7429
498,499,2012-05-13,Summer,2012,May,0,Sunday,Clear,0.6125,0.585238,576250.0000000001,0.225117,2172,3946,6118
499,500,2012-05-14,Summer,2012,May,0,Monday,Misty,0.573333,0.5499,789583.0000000001,0.212692,342,2501,2843
500,501,2012-05-15,Summer,2012,May,0,Tuesday,Misty,0.611667,0.576404,794583.0000000001,0.147392,625,4490,5115
501,502,2012-05-16,Summer,2012,May,0,Wednesday,Clear,0.636667,0.595975,697917.0000000001,0.122512,991,6433,7424
502,503,2012-05-17,Summer,2012,May,0,Thursday,Clear,0.593333,0.572613,520000.0,0.229475,1242,6142,7384
503,504,2012-05-18,Summer,2012,May,0,Friday,Clear,0.564167,0.551121,523333.00000000006,0.136817,1521,6118,7639
504,505,2012-05-19,Summer,2012,May,0,Saturday,Clear,0.6,0.566908,456250.0,0.083975,3410,4884,8294
505,506,2012-05-20,Summer,2012,May,0,Sunday,Clear,0.620833,0.583967,530417.0000000001,0.254367,2704,4425,7129
506,507,2012-05-21,Summer,2012,May,0,Monday,Misty,0.598333,0.565667,811250.0,0.233204,630,3729,4359
507,508,2012-05-22,Summer,2012,May,0,Tuesday,Misty,0.615,0.580825,765832.9999999999,0.118167,819,5254,6073
508,509,2012-05-23,Summer,2012,May,0,Wednesday,Misty,0.621667,0.584612,774583.0000000001,0.102,766,4494,5260
509,510,2012-05-24,Summer,2012,May,0,Thursday,Clear,0.655,0.6067,716667.0000000001,0.172896,1059,5711,6770
510,511,2012-05-25,Summer,2012,May,0,Friday,Clear,0.68,0.627529,747083.0000000001,0.14055,1417,5317,6734
511,512,2012-05-26,Summer,2012,May,0,Saturday,Clear,0.6925,0.642696,732500.0,0.198992,2855,3681,6536
512,513,2012-05-27,Summer,2012,May,0,Sunday,Clear,0.69,0.641425,697082.9999999999,0.215171,3283,3308,6591
513,514,2012-05-28,Summer,2012,May,1,Monday,Clear,0.7125,0.6793,676250.0,0.196521,2557,3486,6043
514,515,2012-05-29,Summer,2012,May,0,Tuesday,Clear,0.7225,0.672992,684583.0000000001,0.2954,880,4863,5743
515,516,2012-05-30,Summer,2012,May,0,Wednesday,Misty,0.656667,0.611129,670000.0,0.134329,745,6110,6855
516,517,2012-05-31,Summer,2012,May,0,Thursday,Clear,0.68,0.631329,492917.0,0.195279,1100,6238,7338
517,518,2012-06-01,Summer,2012,Jun,0,Friday,Misty,0.654167,0.607962,755417.0000000001,0.237563,533,3594,4127
518,519,2012-06-02,Summer,2012,Jun,0,Saturday,Clear,0.583333,0.566288,549167.0,0.186562,2795,5325,8120
519,520,2012-06-03,Summer,2012,Jun,0,Sunday,Clear,0.6025,0.575133,493333.0,0.184087,2494,5147,7641
520,521,2012-06-04,Summer,2012,Jun,0,Monday,Clear,0.5975,0.578283,487083.0,0.284833,1071,5927,6998
521,522,2012-06-05,Summer,2012,Jun,0,Tuesday,Misty,0.540833,0.525892,613333.0,0.209575,968,6033,7001
522,523,2012-06-06,Summer,2012,Jun,0,Wednesday,Clear,0.554167,0.542292,611249.9999999999,0.077125,1027,6028,7055
523,524,2012-06-07,Summer,2012,Jun,0,Thursday,Clear,0.6025,0.569442,567083.0,0.15735,1038,6456,7494
524,525,2012-06-08,Summer,2012,Jun,0,Friday,Clear,0.649167,0.597862,467917.0000000001,0.175383,1488,6248,7736
525,526,2012-06-09,Summer,2012,Jun,0,Saturday,Clear,0.710833,0.648367,437083.0,0.144287,2708,4790,7498
526,527,2012-06-10,Summer,2012,Jun,0,Sunday,Clear,0.726667,0.663517,538332.9999999999,0.133721,2224,4374,6598
527,528,2012-06-11,Summer,2012,Jun,0,Monday,Misty,0.720833,0.659721,587917.0000000001,0.207713,1017,5647,6664
528,529,2012-06-12,Summer,2012,Jun,0,Tuesday,Misty,0.653333,0.597875,833333.0,0.214546,477,4495,4972
529,530,2012-06-13,Summer,2012,Jun,0,Wednesday,Clear,0.655833,0.611117,582083.0,0.343279,1173,6248,7421
530,531,2012-06-14,Summer,2012,Jun,0,Thursday,Clear,0.648333,0.624383,569582.9999999999,0.253733,1180,6183,7363
531,532,2012-06-15,Summer,2012,Jun,0,Friday,Clear,0.639167,0.599754,589582.9999999999,0.176617,1563,6102,7665
532,533,2012-06-16,Summer,2012,Jun,0,Saturday,Clear,0.631667,0.594708,504167.0000000001,0.166667,2963,4739,7702
533,534,2012-06-17,Summer,2012,Jun,0,Sunday,Clear,0.5925,0.571975,598750.0,0.144904,2634,4344,6978
534,535,2012-06-18,Summer,2012,Jun,0,Monday,Misty,0.568333,0.544842,777916.9999999999,0.174746,653,4446,5099
535,536,2012-06-19,Summer,2012,Jun,0,Tuesday,Clear,0.688333,0.654692,690000.0,0.148017,968,5857,6825
536,537,2012-06-20,Summer,2012,Jun,0,Wednesday,Clear,0.7825,0.720975,592083.0,0.113812,872,5339,6211
537,538,2012-06-21,Fall,2012,Jun,0,Thursday,Clear,0.805833,0.752542,567917.0,0.118787,778,5127,5905
538,539,2012-06-22,Fall,2012,Jun,0,Friday,Clear,0.7775,0.724121,573750.0,0.182842,964,4859,5823
539,540,2012-06-23,Fall,2012,Jun,0,Saturday,Clear,0.731667,0.652792,534583.0,0.179721,2657,4801,7458
540,541,2012-06-24,Fall,2012,Jun,0,Sunday,Clear,0.743333,0.674254,479167.0,0.145525,2551,4340,6891
541,542,2012-06-25,Fall,2012,Jun,0,Monday,Clear,0.715833,0.654042,504167.0000000001,0.300383,1139,5640,6779
542,543,2012-06-26,Fall,2012,Jun,0,Tuesday,Clear,0.630833,0.594704,373333.0,0.347642,1077,6365,7442
543,544,2012-06-27,Fall,2012,Jun,0,Wednesday,Clear,0.6975,0.640792,360000.0,0.271775,1077,6258,7335
544,545,2012-06-28,Fall,2012,Jun,0,Thursday,Clear,0.749167,0.675512,422500.0,0.17165,921,5958,6879
545,546,2012-06-29,Fall,2012,Jun,0,Friday,Clear,0.834167,0.786613,488750.0,0.165417,829,4634,5463
546,547,2012-06-30,Fall,2012,Jun,0,Saturday,Clear,0.765,0.687508,601249.9999999999,0.161071,1455,4232,5687
547,548,2012-07-01,Fall,2012,Jul,0,Sunday,Clear,0.815833,0.750629,518750.0000000001,0.168529,1421,4110,5531
548,549,2012-07-02,Fall,2012,Jul,0,Monday,Clear,0.781667,0.702038,447083.0,0.195267,904,5323,6227
549,550,2012-07-03,Fall,2012,Jul,0,Tuesday,Clear,0.780833,0.70265,492083.0,0.126237,1052,5608,6660
550,551,2012-07-04,Fall,2012,Jul,1,Wednesday,Clear,0.789167,0.732337,538749.9999999999,0.13495,2562,4841,7403
551,552,2012-07-05,Fall,2012,Jul,0,Thursday,Clear,0.8275,0.761367,457917.0,0.194029,1405,4836,6241
552,553,2012-07-06,Fall,2012,Jul,0,Friday,Clear,0.828333,0.752533,450833.0,0.146142,1366,4841,6207
553,554,2012-07-07,Fall,2012,Jul,0,Saturday,Clear,0.861667,0.804913,492083.0,0.163554,1448,3392,4840
554,555,2012-07-08,Fall,2012,Jul,0,Sunday,Clear,0.8225,0.790396,573750.0,0.125629,1203,3469,4672
555,556,2012-07-09,Fall,2012,Jul,0,Monday,Misty,0.710833,0.654054,683332.9999999999,0.180975,998,5571,6569
556,557,2012-07-10,Fall,2012,Jul,0,Tuesday,Misty,0.720833,0.664796,667500.0,0.151737,954,5336,6290
557,558,2012-07-11,Fall,2012,Jul,0,Wednesday,Clear,0.716667,0.650271,633333.0,0.151733,975,6289,7264
558,559,2012-07-12,Fall,2012,Jul,0,Thursday,Clear,0.715833,0.654683,529583.0,0.146775,1032,6414,7446
559,560,2012-07-13,Fall,2012,Jul,0,Friday,Misty,0.731667,0.667933,485833.0,0.08085,1511,5988,7499
560,561,2012-07-14,Fall,2012,Jul,0,Saturday,Misty,0.703333,0.666042,699166.9999999999,0.143679,2355,4614,6969
561,562,2012-07-15,Fall,2012,Jul,0,Sunday,Clear,0.745833,0.705196,717917.0000000001,0.166667,1920,4111,6031
562,563,2012-07-16,Fall,2012,Jul,0,Monday,Clear,0.763333,0.724125,645000.0,0.164187,1088,5742,6830
563,564,2012-07-17,Fall,2012,Jul,0,Tuesday,Clear,0.818333,0.755683,505832.9999999999,0.114429,921,5865,6786
564,565,2012-07-18,Fall,2012,Jul,0,Wednesday,Clear,0.793333,0.745583,577083.0,0.137442,799,4914,5713
565,566,2012-07-19,Fall,2012,Jul,0,Thursday,Clear,0.77,0.714642,600417.0,0.165429,888,5703,6591
566,567,2012-07-20,Fall,2012,Jul,0,Friday,Misty,0.665833,0.613025,844167.0,0.208967,747,5123,5870
567,568,2012-07-21,Fall,2012,Jul,0,Saturday,Light_rainsnow,0.595833,0.549912,865417.0,0.2133,1264,3195,4459
568,569,2012-07-22,Fall,2012,Jul,0,Sunday,Misty,0.6675,0.623125,762500.0,0.0939208,2544,4866,7410
569,570,2012-07-23,Fall,2012,Jul,0,Monday,Clear,0.741667,0.690017,694166.9999999999,0.138683,1135,5831,6966
570,571,2012-07-24,Fall,2012,Jul,0,Tuesday,Clear,0.750833,0.70645,655000.0,0.211454,1140,6452,7592
571,572,2012-07-25,Fall,2012,Jul,0,Wednesday,Clear,0.724167,0.654054,450000.0,0.1648,1383,6790,8173
572,573,2012-07-26,Fall,2012,Jul,0,Thursday,Clear,0.776667,0.739263,596666.9999999999,0.284813,1036,5825,6861
573,574,2012-07-27,Fall,2012,Jul,0,Friday,Clear,0.781667,0.734217,594582.9999999999,0.152992,1259,5645,6904
574,575,2012-07-28,Fall,2012,Jul,0,Saturday,Clear,0.755833,0.697604,613333.0,0.15735,2234,4451,6685
575,576,2012-07-29,Fall,2012,Jul,0,Sunday,Clear,0.721667,0.667933,623750.0,0.170396,2153,4444,6597
576,577,2012-07-30,Fall,2012,Jul,0,Monday,Clear,0.730833,0.684987,668750.0,0.153617,1040,6065,7105
577,578,2012-07-31,Fall,2012,Jul,0,Tuesday,Clear,0.713333,0.662896,704166.9999999999,0.165425,968,6248,7216
578,579,2012-08-01,Fall,2012,Aug,0,Wednesday,Clear,0.7175,0.667308,677500.0,0.141179,1074,6506,7580
579,580,2012-08-02,Fall,2012,Aug,0,Thursday,Clear,0.7525,0.707088,659583.0000000001,0.129354,983,6278,7261
580,581,2012-08-03,Fall,2012,Aug,0,Friday,Misty,0.765833,0.722867,642500.0,0.215792,1328,5847,7175
581,582,2012-08-04,Fall,2012,Aug,0,Saturday,Clear,0.793333,0.751267,613333.0,0.257458,2345,4479,6824
582,583,2012-08-05,Fall,2012,Aug,0,Sunday,Clear,0.769167,0.731079,652500.0,0.290421,1707,3757,5464
583,584,2012-08-06,Fall,2012,Aug,0,Monday,Misty,0.7525,0.710246,654167.0000000001,0.129354,1233,5780,7013
584,585,2012-08-07,Fall,2012,Aug,0,Tuesday,Misty,0.735833,0.697621,703750.0,0.116908,1278,5995,7273
585,586,2012-08-08,Fall,2012,Aug,0,Wednesday,Misty,0.75,0.707717,672916.9999999999,0.1107,1263,6271,7534
586,587,2012-08-09,Fall,2012,Aug,0,Thursday,Clear,0.755833,0.699508,620417.0,0.1561,1196,6090,7286
587,588,2012-08-10,Fall,2012,Aug,0,Friday,Misty,0.715833,0.667942,715833.0000000001,0.238813,1065,4721,5786
588,589,2012-08-11,Fall,2012,Aug,0,Saturday,Misty,0.6925,0.638267,732917.0000000001,0.206479,2247,4052,6299
589,590,2012-08-12,Fall,2012,Aug,0,Sunday,Clear,0.700833,0.644579,530417.0000000001,0.122512,2182,4362,6544
590,591,2012-08-13,Fall,2012,Aug,0,Monday,Clear,0.720833,0.662254,545417.0000000001,0.136212,1207,5676,6883
591,592,2012-08-14,Fall,2012,Aug,0,Tuesday,Clear,0.726667,0.676779,686667.0000000001,0.169158,1128,5656,6784
592,593,2012-08-15,Fall,2012,Aug,0,Wednesday,Clear,0.706667,0.654037,619583.0,0.169771,1198,6149,7347
593,594,2012-08-16,Fall,2012,Aug,0,Thursday,Clear,0.719167,0.654688,519167.0000000001,0.141796,1338,6267,7605
594,595,2012-08-17,Fall,2012,Aug,0,Friday,Clear,0.723333,0.2424,570833.0,0.231354,1483,5665,7148
595,596,2012-08-18,Fall,2012,Aug,0,Saturday,Clear,0.678333,0.618071,603333.0,0.177867,2827,5038,7865
596,597,2012-08-19,Fall,2012,Aug,0,Sunday,Misty,0.635833,0.603554,711667.0000000001,0.08645,1208,3341,4549
597,598,2012-08-20,Fall,2012,Aug,0,Monday,Misty,0.635833,0.595967,734167.0000000001,0.129979,1026,5504,6530
598,599,2012-08-21,Fall,2012,Aug,0,Tuesday,Clear,0.649167,0.601025,673750.0,0.0727708,1081,5925,7006
599,600,2012-08-22,Fall,2012,Aug,0,Wednesday,Clear,0.6675,0.621854,677082.9999999999,0.0702833,1094,6281,7375
600,601,2012-08-23,Fall,2012,Aug,0,Thursday,Clear,0.695833,0.637008,635833.0,0.0845958,1363,6402,7765
601,602,2012-08-24,Fall,2012,Aug,0,Friday,Misty,0.7025,0.6471,615000.0,0.0721458,1325,6257,7582
602,603,2012-08-25,Fall,2012,Aug,0,Saturday,Misty,0.661667,0.618696,712917.0000000001,0.244408,1829,4224,6053
603,604,2012-08-26,Fall,2012,Aug,0,Sunday,Misty,0.653333,0.595996,845833.0,0.228858,1483,3772,5255
604,605,2012-08-27,Fall,2012,Aug,0,Monday,Clear,0.703333,0.654688,730416.9999999999,0.128733,989,5928,6917
605,606,2012-08-28,Fall,2012,Aug,0,Tuesday,Clear,0.728333,0.66605,620000.0,0.190925,935,6105,7040
606,607,2012-08-29,Fall,2012,Aug,0,Wednesday,Clear,0.685,0.635733,552083.0,0.112562,1177,6520,7697
607,608,2012-08-30,Fall,2012,Aug,0,Thursday,Clear,0.706667,0.652779,590417.0,0.0771167,1172,6541,7713
608,609,2012-08-31,Fall,2012,Aug,0,Friday,Clear,0.764167,0.6894,587500.0,0.168533,1433,5917,7350
609,610,2012-09-01,Fall,2012,Sep,0,Saturday,Misty,0.753333,0.702654,638333.0,0.113187,2352,3788,6140
610,611,2012-09-02,Fall,2012,Sep,0,Sunday,Misty,0.696667,0.649,815000.0,0.0640708,2613,3197,5810
611,612,2012-09-03,Fall,2012,Sep,1,Monday,Clear,0.7075,0.661629,790832.9999999999,0.151121,1965,4069,6034
612,613,2012-09-04,Fall,2012,Sep,0,Tuesday,Clear,0.725833,0.686888,755000.0,0.236321,867,5997,6864
613,614,2012-09-05,Fall,2012,Sep,0,Wednesday,Clear,0.736667,0.708983,741250.0,0.187808,832,6280,7112
614,615,2012-09-06,Fall,2012,Sep,0,Thursday,Misty,0.696667,0.655329,810417.0000000001,0.142421,611,5592,6203
615,616,2012-09-07,Fall,2012,Sep,0,Friday,Clear,0.703333,0.657204,736250.0,0.171646,1045,6459,7504
616,617,2012-09-08,Fall,2012,Sep,0,Saturday,Misty,0.659167,0.611121,799166.9999999999,0.281104,1557,4419,5976
617,618,2012-09-09,Fall,2012,Sep,0,Sunday,Clear,0.61,0.578925,547500.0,0.224496,2570,5657,8227
618,619,2012-09-10,Fall,2012,Sep,0,Monday,Clear,0.583333,0.565654,503750.0,0.258713,1118,6407,7525
619,620,2012-09-11,Fall,2012,Sep,0,Tuesday,Clear,0.5775,0.554292,520000.0,0.0920542,1070,6697,7767
620,621,2012-09-12,Fall,2012,Sep,0,Wednesday,Clear,0.599167,0.570075,577083.0,0.131846,1050,6820,7870
621,622,2012-09-13,Fall,2012,Sep,0,Thursday,Clear,0.6125,0.579558,637082.9999999999,0.0827208,1054,6750,7804
622,623,2012-09-14,Fall,2012,Sep,0,Friday,Clear,0.633333,0.594083,672500.0,0.103863,1379,6630,8009
623,624,2012-09-15,Fall,2012,Sep,0,Saturday,Clear,0.608333,0.585867,501667.0,0.247521,3160,5554,8714
624,625,2012-09-16,Fall,2012,Sep,0,Sunday,Clear,0.58,0.563125,569999.9999999999,0.0901833,2166,5167,7333
625,626,2012-09-17,Fall,2012,Sep,0,Monday,Misty,0.580833,0.55305,734582.9999999999,0.151742,1022,5847,6869
626,627,2012-09-18,Fall,2012,Sep,0,Tuesday,Misty,0.623333,0.565067,872500.0,0.357587,371,3702,4073
627,628,2012-09-19,Fall,2012,Sep,0,Wednesday,Clear,0.5525,0.540404,536667.0,0.215175,788,6803,7591
628,629,2012-09-20,Fall,2012,Sep,0,Thursday,Clear,0.546667,0.532192,618333.0,0.118167,939,6781,7720
629,630,2012-09-21,Fall,2012,Sep,0,Friday,Clear,0.599167,0.571971,668750.0,0.154229,1250,6917,8167
630,631,2012-09-22,Fall,2012,Sep,0,Saturday,Clear,0.65,0.610488,646667.0000000001,0.283583,2512,5883,8395
631,632,2012-09-23,Winter,2012,Sep,0,Sunday,Clear,0.529167,0.518933,467083.0,0.223258,2454,5453,7907
632,633,2012-09-24,Winter,2012,Sep,0,Monday,Clear,0.514167,0.502513,492917.0,0.142404,1001,6435,7436
633,634,2012-09-25,Winter,2012,Sep,0,Tuesday,Clear,0.55,0.544179,569999.9999999999,0.236321,845,6693,7538
634,635,2012-09-26,Winter,2012,Sep,0,Wednesday,Clear,0.635,0.596613,630832.9999999999,0.2444,787,6946,7733
635,636,2012-09-27,Winter,2012,Sep,0,Thursday,Misty,0.65,0.607975,690833.0000000001,0.134342,751,6642,7393
636,637,2012-09-28,Winter,2012,Sep,0,Friday,Misty,0.619167,0.585863,690000.0,0.164179,1045,6370,7415
637,638,2012-09-29,Winter,2012,Sep,0,Saturday,Clear,0.5425,0.530296,542917.0,0.227604,2589,5966,8555
638,639,2012-09-30,Winter,2012,Sep,0,Sunday,Clear,0.526667,0.517663,583333.0,0.134958,2015,4874,6889
639,640,2012-10-01,Winter,2012,Oct,0,Monday,Misty,0.520833,0.512,649167.0000000001,0.0908042,763,6015,6778
640,641,2012-10-02,Winter,2012,Oct,0,Tuesday,Light_rainsnow,0.590833,0.542333,871666.9999999998,0.104475,315,4324,4639
641,642,2012-10-03,Winter,2012,Oct,0,Wednesday,Misty,0.6575,0.599133,793750.0,0.0665458,728,6844,7572
642,643,2012-10-04,Winter,2012,Oct,0,Thursday,Misty,0.6575,0.607975,722917.0000000001,0.117546,891,6437,7328
643,644,2012-10-05,Winter,2012,Oct,0,Friday,Clear,0.615,0.580187,627499.9999999999,0.10635,1516,6640,8156
644,645,2012-10-06,Winter,2012,Oct,0,Saturday,Clear,0.554167,0.538521,664166.9999999999,0.268025,3031,4934,7965
645,646,2012-10-07,Winter,2012,Oct,0,Sunday,Misty,0.415833,0.419813,708332.9999999999,0.141162,781,2729,3510
646,647,2012-10-08,Winter,2012,Oct,1,Monday,Misty,0.383333,0.387608,709582.9999999999,0.189679,874,4604,5478
647,648,2012-10-09,Winter,2012,Oct,0,Tuesday,Misty,0.446667,0.438112,761666.9999999999,0.1903,601,5791,6392
648,649,2012-10-10,Winter,2012,Oct,0,Wednesday,Clear,0.514167,0.503142,630832.9999999999,0.187821,780,6911,7691
649,650,2012-10-11,Winter,2012,Oct,0,Thursday,Clear,0.435,0.431167,463333.0,0.181596,834,6736,7570
650,651,2012-10-12,Winter,2012,Oct,0,Friday,Clear,0.4375,0.433071,539166.9999999999,0.235092,1060,6222,7282
651,652,2012-10-13,Winter,2012,Oct,0,Saturday,Clear,0.393333,0.391396,494583.0,0.146142,2252,4857,7109
652,653,2012-10-14,Winter,2012,Oct,0,Sunday,Clear,0.521667,0.508204,640417.0000000001,0.278612,2080,4559,6639
653,654,2012-10-15,Winter,2012,Oct,0,Monday,Misty,0.561667,0.53915,707500.0,0.296037,760,5115,5875
654,655,2012-10-16,Winter,2012,Oct,0,Tuesday,Clear,0.468333,0.460846,558332.9999999999,0.182221,922,6612,7534
655,656,2012-10-17,Winter,2012,Oct,0,Wednesday,Clear,0.455833,0.450108,692917.0000000001,0.101371,979,6482,7461
656,657,2012-10-18,Winter,2012,Oct,0,Thursday,Misty,0.5225,0.512625,728332.9999999999,0.236937,1008,6501,7509
657,658,2012-10-19,Winter,2012,Oct,0,Friday,Misty,0.563333,0.537896,815000.0,0.134954,753,4671,5424
658,659,2012-10-20,Winter,2012,Oct,0,Saturday,Clear,0.484167,0.472842,572917.0,0.117537,2806,5284,8090
659,660,2012-10-21,Winter,2012,Oct,0,Sunday,Clear,0.464167,0.456429,510000.0,0.166054,2132,4692,6824
660,661,2012-10-22,Winter,2012,Oct,0,Monday,Clear,0.4875,0.482942,568332.9999999999,0.0814833,830,6228,7058
661,662,2012-10-23,Winter,2012,Oct,0,Tuesday,Clear,0.544167,0.530304,641666.9999999999,0.0945458,841,6625,7466
662,663,2012-10-24,Winter,2012,Oct,0,Wednesday,Clear,0.5875,0.558721,636250.0,0.0727792,795,6898,7693
663,664,2012-10-25,Winter,2012,Oct,0,Thursday,Misty,0.55,0.529688,800417.0000000001,0.124375,875,6484,7359
664,665,2012-10-26,Winter,2012,Oct,0,Friday,Misty,0.545833,0.52275,807082.9999999999,0.132467,1182,6262,7444
665,666,2012-10-27,Winter,2012,Oct,0,Saturday,Misty,0.53,0.515133,720000.0,0.235692,2643,5209,7852
666,667,2012-10-28,Winter,2012,Oct,0,Sunday,Misty,0.4775,0.467771,694582.9999999999,0.398008,998,3461,4459
667,668,2012-10-29,Winter,2012,Oct,0,Monday,Light_rainsnow,0.44,0.4394,880000.0,0.3582,2,20,22
